"","lake","ks_test","statistic","p_value","reject_null"
"1","Shallow_Round","M vs R",0.194067796610169,0.41576150230978,FALSE
"2","Shallow_Round","C vs R",0.294423791821561,0.0605377191632148,FALSE
"3","Shallow_Round","M vs C",0.103679667317749,0.134014702906877,FALSE
"4","Lower","M vs R",0.151005631536605,0.265389216754257,FALSE
"5","Lower","C vs R",0.163986013986014,0.192588560567079,FALSE
"6","Lower","M vs C",0.0524591558883595,0.926814436484575,FALSE
"7","Upper","M vs R",0.488888888888889,0.0768303606933416,FALSE
"8","Upper","C vs R",0.315789473684211,0.529948312557008,FALSE
"9","Upper","M vs C",0.192982456140351,0.593821663500098,FALSE
