"Lake","Gear","Set","Lat","Lon","Date","Species","Fork_length","Weight","Sex","Mark","Floy","PIT","Recap","cap_label","Fish_notes","event_num","lake_combined","stat","grouping","corrected_length","class","year_cap","year_recap"
"Lower","ANG",83,63.13818,-145.95454,2023-04-15,"LT","698",NA,NA,"Gray Floy 19905","19905",NA,NA,"n1","Gear = Ice Fishing, use of bait unknown but likely",1,"Lower","n1","n1",698,NA,NA,NA
"Lower","ANG",105,63.13798,-145.96009,2023-04-16,"LT","710",NA,NA,"Gray Floy 19835","19835",NA,NA,"n1","Gear = Ice Fishing, use of bait unknown but likely",1,"Lower","n1","n1",710,NA,NA,NA
"Lower","ANG",21,63.13806,-145.96057,2023-04-12,"LT","740",5670,NA,"Gray Floy 19803","19803",NA,NA,"n1","Gear = Ice Fishing, use of bait unknown but likely",1,"Lower","n1","n1",740,NA,NA,NA
"Lower","ANG",106,63.13806,-145.96057,2023-04-16,"LT","753",6486,NA,"Gray Floy 19832","19832",NA,NA,"n1","Gear = Ice Fishing, use of bait unknown but likely",1,"Lower","n1","n1",753,NA,NA,NA
"Lower","ANG",2,63.13762,-145.96206,2023-06-19,"LT","335",NA,NA,"Gray Floy 18629","18629",NA,NA,"n1","Gear = Unbaited Lure",2,"Lower","n1","n1",335,NA,NA,NA
"Lower","ANG",102,63.13622,-145.95575,2023-06-21,"LT","395",NA,NA,"Gray Floy 18614; PIT 12EE","18614","12EE",NA,"n1","Gear = Unbaited Lure",2,"Lower","n1","n1",395,NA,NA,NA
"Lower","ANG",103,63.13399,-145.96146,2023-06-21,"LT","405",NA,NA,"Gray Floy 18608; PIT 12F8","18608","12F8",NA,"n1","Gear = Unbaited Lure",2,"Lower","n1","n1",405,NA,NA,NA
"Lower","ANG",16,63.13238,-145.96992,2023-06-19,"LT","444",NA,NA,"Gray Floy 18628; PIT 1314","18628","1314",NA,"n1","Gear = Unbaited Lure",2,"Lower","n1","n1",444,NA,NA,NA
"Lower","ANG",107,63.14501,-145.95737,2023-06-21,"LT","465",NA,NA,"Gray Floy 18651; PIT 12ED","18651","12ED",NA,"n1","Gear = Unbaited Lure",2,"Lower","n1","n1",465,NA,NA,NA
"Lower","ANG",113,63.13361,-145.96231,2023-06-21,"LT","502",1814,NA,"Gray Floy 18609; PIT 12FO","18609","12FO",NA,"n1","Gear = Unbaited Lure",2,"Lower","n1","n1",502,NA,NA,NA
"Lower","ANG",24,63.13366,-145.95683,2023-06-19,"LT","508",1814,NA,"Gray Floy 18521; PIT 133E","18521","133E",NA,"n1","Gear = Unbaited Lure",2,"Lower","n1","n1",508,NA,NA,NA
"Lower","ANG",26,63.13817,-145.96305,2023-06-19,"LT","529",2041,NA,"Gray Floy 18626; PIT 13OE","18626","13OE",NA,"n1","Gear = Unbaited Lure",2,"Lower","n1","n1",529,NA,NA,NA
"Lower","ANG",122,63.13436,-145.96471,2023-06-21,"LT","550",2041,NA,"Gray Floy 18612; PIT 131D","18612","131D",NA,"n1","Gear = Unbaited Lure",2,"Lower","n1","n1",550,NA,NA,NA
"Lower","ANG",31,63.13238,-145.96992,2023-06-19,"LT","553",2155,NA,"Gray Floy 18627; PIT 12FE","18627","12FE",NA,"n1","Gear = Unbaited Lure",2,"Lower","n1","n1",553,NA,NA,NA
"Lower","ANG",32,63.11472,-145.968,2023-06-19,"LT","554",2268,NA,"Gray Floy 18520; PIT 1344","18520","1344",NA,"n1","Gear = Unbaited Lure",2,"Lower","n1","n1",554,NA,NA,NA
"Lower","ANG",125,63.1425,-145.96026,2023-06-21,"LT","557",2722,NA,"Gray Floy 18652; PIT 854E","18652","854E",NA,"n1","Gear = Unbaited Lure",2,"Lower","n1","n1",557,NA,NA,NA
"Lower","ANG",79,63.13814,-145.9601,2023-06-20,"LT","562",2268,NA,"Gray Floy 18601; PIT 134D","18601","134D",NA,"n1","Gear = Unbaited Lure",2,"Lower","n1","n1",562,NA,NA,NA
"Lower","ANG",86,63.13476,-145.96538,2023-06-20,"LT","599",3175,NA,"Gray Floy 18643; PIT 12FS","18643","12FS",NA,"n1","Gear = Unbaited Lure",2,"Lower","n1","n1",599,NA,NA,NA
"Round","ANG",91,63.05277,-145.98704,2023-06-24,"LT","300",NA,NA,"Gray Floy 18694; PIT 8513","18694","8513",NA,"n1","Gear = Unbaited Lure",2,"Shallow_Round","n1","n1",300,NA,NA,NA
"Round","ANG",138,63.05421,-145.99497,2023-06-26,"LT","309",NA,NA,"Gray Floy 18966; PIT 8534","18966","8534",NA,"n1","Gear = Unbaited Lure",2,"Shallow_Round","n1","n1",309,NA,NA,NA
"Round","ANG",94,63.05402,-145.99595,2023-06-24,"LT","314",NA,NA,"Gray Floy 18697; PIT 8528","18697","8528",NA,"n1","Gear = Unbaited Lure",2,"Shallow_Round","n1","n1",314,NA,NA,NA
"Round","ANG",85,63.05479,-145.99086,2023-06-24,"LT","315",NA,NA,"Gray Floy 18688; PIT 8539","18688","8539",NA,"n1","Gear = Unbaited Lure",2,"Shallow_Round","n1","n1",315,NA,NA,NA
"Round","ANG",59,63.06108,-145.98472,2023-06-22,"LT","316",NA,NA,"Gray Floy 18672; PIT 8536","18672","8536",NA,"n1","Gear = Unbaited Lure",2,"Shallow_Round","n1","n1",316,NA,NA,NA
"Round","ANG",32,63.05887,-145.98862,2023-06-20,"LT","324",NA,NA,"Gray Floy 18094; PIT OC33","18094","OC33",NA,"n1","Gear = Unbaited Lure",2,"Shallow_Round","n1","n1",324,NA,NA,NA
"Round","ANG",97,63.05402,-145.99595,2023-06-24,"LT","327",NA,NA,"Gray Floy 18700; PIT 84F6","18700","84F6",NA,"n1","Gear = Unbaited Lure",2,"Shallow_Round","n1","n1",327,NA,NA,NA
"Round","ANG",96,63.05402,-145.99595,2023-06-24,"LT","328",NA,NA,"Gray Floy 18699; PIT 8527","18699","8527",NA,"n1","Gear = Unbaited Lure",2,"Shallow_Round","n1","n1",328,NA,NA,NA
"Round","ANG",126,63.05518,-145.99389,2023-06-26,"LT","328",NA,NA,"Gray Floy 18954; PIT 8515","18954","8515",NA,"n1","Gear = Unbaited Lure",2,"Shallow_Round","n1","n1",328,NA,NA,NA
"Round","ANG",134,63.05356,-145.99724,2023-06-26,"LT","328",NA,NA,"Gray Floy 18962; PIT 8549","18962","8549",NA,"n1","Gear = Unbaited Lure",2,"Shallow_Round","n1","n1",328,NA,NA,NA
"Round","ANG",19,63.05912,-145.98014,2023-06-15,"LT","330",NA,NA,"Gray Floy 18038; PIT OCO9","18038","OCO9",NA,"n1","Gear = Unbaited Lure",2,"Shallow_Round","n1","n1",330,NA,NA,NA
"Round","ANG",124,63.05518,-145.99389,2023-06-26,"LT","331",NA,NA,"Gray Floy 18952; PIT 84FD","18952","84FD",NA,"n1","Gear = Unbaited Lure",2,"Shallow_Round","n1","n1",331,NA,NA,NA
"Round","ANG",137,63.05421,-145.99497,2023-06-26,"LT","334",NA,NA,"Gray Floy 18965; PIT 8554","18965","8554",NA,"n1","Gear = Unbaited Lure",2,"Shallow_Round","n1","n1",334,NA,NA,NA
"Round","ANG",30,63.05423,-145.98375,2023-06-20,"LT","337",NA,NA,"Gray Floy 18092; PIT OC45","18092","OC45",NA,"n1","Gear = Unbaited Lure",2,"Shallow_Round","n1","n1",337,NA,NA,NA
"Round","ANG",41,63.06056,-145.98674,2023-06-22,"LT","337",NA,NA,"Gray Floy 18654; PIT 8516","18654","8516",NA,"n1","Gear = Unbaited Lure",2,"Shallow_Round","n1","n1",337,NA,NA,NA
"Round","ANG",24,63.05842,-145.98755,2023-06-16,"LT","340",NA,NA,"Gray Floy 18051; PIT OC3F","18051","OC3F",NA,"n1","Gear = Unbaited Lure",2,"Shallow_Round","n1","n1",340,NA,NA,NA
"Round","ANG",79,63.05825,-145.97629,2023-06-24,"LT","341",NA,NA,"Gray Floy 18256; PIT 2847","18256","2847",NA,"n1","Gear = Unbaited Lure",2,"Shallow_Round","n1","n1",341,NA,NA,NA
"Round","ANG",63,63.06131,-145.97938,2023-06-22,"LT","341",NA,NA,"Gray Floy 18676; PIT 8548","18676","8548",NA,"n1","Gear = Unbaited Lure",2,"Shallow_Round","n1","n1",341,NA,NA,NA
"Round","ANG",84,63.05479,-145.99086,2023-06-24,"LT","341",NA,NA,"Gray Floy 18687; PIT 8545","18687","8545",NA,"n1","Gear = Unbaited Lure",2,"Shallow_Round","n1","n1",341,NA,NA,NA
"Round","ANG",25,63.05225,-145.99706,2023-06-16,"LT","342",NA,NA,"Gray Floy 18052; PIT OBE7","18052","OBE7",NA,"n1","Gear = Unbaited Lure",2,"Shallow_Round","n1","n1",342,NA,NA,NA
"Round","ANG",125,63.05518,-145.99389,2023-06-26,"LT","343",NA,NA,"Gray Floy 18953; PIT 853E","18953","853E",NA,"n1","Gear = Unbaited Lure",2,"Shallow_Round","n1","n1",343,NA,NA,NA
"Round","ANG",64,63.06131,-145.97938,2023-06-22,"LT","346",NA,NA,"Gray Floy 18677; PIT 8544","18677","8544",NA,"n1","Gear = Unbaited Lure",2,"Shallow_Round","n1","n1",346,NA,NA,NA
"Round","ANG",122,63.06073,-145.98961,2023-06-26,"LT","347",454,NA,"Gray Floy 18589; PIT 283E","18589","283E",NA,"n1","Gear = Unbaited Lure",2,"Shallow_Round","n1","n1",347,NA,NA,NA
"Round","ANG",23,63.05914,-145.97965,2023-06-15,"LT","351",NA,NA,"Gray Floy 18042; PIT OCO4","18042","OCO4",NA,"n1","Gear = Unbaited Lure",2,"Shallow_Round","n1","n1",351,NA,NA,NA
"Round","ANG",65,63.06131,-145.97938,2023-06-22,"LT","351",NA,NA,"Gray Floy 18678; PIT 852O","18678","852O",NA,"n1","Gear = Unbaited Lure",2,"Shallow_Round","n1","n1",351,NA,NA,NA
"Round","ANG",154,63.05435,-145.99251,2023-06-27,"LT","354",NA,NA,"Gray Floy 18972; PIT 85OE","18972","85OE",NA,"n1","Gear = Unbaited Lure",2,"Shallow_Round","n1","n1",354,NA,NA,NA
"Round","ANG",149,63.0606,-145.99107,2023-06-27,"LT","355",NA,NA,"Gray Floy 18600; PIT 281U","18600","281U",NA,"n1","Gear = Unbaited Lure",2,"Shallow_Round","n1","n1",355,NA,NA,NA
"Round","ANG",23,63.05781,-145.99086,2023-06-16,"LT","357",NA,NA,"Gray Floy 18050; PIT OBF2","18050","OBF2",NA,"n1","Gear = Unbaited Lure",2,"Shallow_Round","n1","n1",357,NA,NA,NA
"Round","ANG",27,63.05665,-145.98163,2023-06-20,"LT","357",NA,NA,"Gray Floy 18089; PIT OBFA","18089","OBFA",NA,"n1","Gear = Unbaited Lure",2,"Shallow_Round","n1","n1",357,NA,NA,NA
"Round","ANG",62,63.0543,-145.98311,2023-06-22,"LT","358",NA,NA,"Gray Floy 18675; PIT 8564","18675","8564",NA,"n1","Gear = Unbaited Lure",2,"Shallow_Round","n1","n1",358,NA,NA,NA
"Round","ANG",28,63.05644,-145.98158,2023-06-20,"LT","359",NA,NA,"Gray Floy 18090; PIT OCOF","18090","OCOF",NA,"n1","Gear = Unbaited Lure",2,"Shallow_Round","n1","n1",359,NA,NA,NA
"Round","ANG",31,63.05159,-145.99608,2023-06-20,"LT","360",NA,NA,"Gray Floy 18093; PIT OBF3","18093","OBF3",NA,"n1","Gear = Unbaited Lure",2,"Shallow_Round","n1","n1",360,NA,NA,NA
"Round","ANG",36,63.05853,-145.97641,2023-06-20,"LT","362",NA,NA,"Gray Floy 18098; PIT OC2C","18098","OC2C",NA,"n1","Gear = Unbaited Lure",2,"Shallow_Round","n1","n1",362,NA,NA,NA
"Round","ANG",127,63.05518,-145.99389,2023-06-26,"LT","364",NA,NA,"Gray Floy 18955; PIT 851A","18955","851A",NA,"n1","Gear = Unbaited Lure",2,"Shallow_Round","n1","n1",364,NA,NA,NA
"Round","ANG",129,63.05518,-145.99389,2023-06-26,"LT","364",NA,NA,"Gray Floy 18957; PIT 8511","18957","8511",NA,"n1","Gear = Unbaited Lure",2,"Shallow_Round","n1","n1",364,NA,NA,NA
"Round","ANG",139,63.05439,-145.99621,2023-06-26,"LT","366",NA,NA,"Gray Floy 18967; PIT 8525","18967","8525",NA,"n1","Gear = Unbaited Lure",2,"Shallow_Round","n1","n1",366,NA,NA,NA
"Round","ANG",29,63.05549,-145.98243,2023-06-20,"LT","368",NA,NA,"Gray Floy 18091; PIT OC36","18091","OC36",NA,"n1","Gear = Unbaited Lure",2,"Shallow_Round","n1","n1",368,NA,NA,NA
"Round","ANG",115,63.06095,-145.99103,2023-06-26,"LT","370",454,NA,"Gray Floy 18581; PIT 281D","18581","281D",NA,"n1","Gear = Unbaited Lure",2,"Shallow_Round","n1","n1",370,NA,NA,NA
"Round","ANG",132,63.05104,-145.99127,2023-06-26,"LT","372",NA,NA,"Gray Floy 18960; PIT 8543","18960","8543",NA,"n1","Gear = Unbaited Lure",2,"Shallow_Round","n1","n1",372,NA,NA,NA
"Round","ANG",83,63.05812,-145.99604,2023-06-24,"LT","378",NA,NA,"Gray Floy 18260; PIT 282O","18260","282O",NA,"n1","Gear = Unbaited Lure",2,"Shallow_Round","n1","n1",378,NA,NA,NA
"Round","ANG",102,63.06064,-145.98701,2023-06-26,"LT","378",567,NA,"Gray Floy 18266; PIT 283A","18266","283A",NA,"n1","Gear = Unbaited Lure",2,"Shallow_Round","n1","n1",378,NA,NA,NA
"Round","ANG",128,63.05518,-145.99389,2023-06-26,"LT","378",NA,NA,"Gray Floy 18956; PIT 8547","18956","8547",NA,"n1","Gear = Unbaited Lure",2,"Shallow_Round","n1","n1",378,NA,NA,NA
"Round","ANG",33,63.05618,-145.98175,2023-06-20,"LT","379",NA,NA,"Gray Floy 18095; PIT OC27","18095","OC27",NA,"n1","Gear = Unbaited Lure",2,"Shallow_Round","n1","n1",379,NA,NA,NA
"Round","ANG",114,63.06092,-145.98972,2023-06-26,"LT","379",567,NA,"Gray Floy 18580; PIT 281C","18580","281C",NA,"n1","Gear = Unbaited Lure",2,"Shallow_Round","n1","n1",379,NA,NA,NA
"Round","ANG",100,63.0549,-145.99381,2023-06-25,"LT","379",NA,NA,"Gray Floy 18951; PIT 8532","18951","8532",NA,"n1","Gear = Unbaited Lure",2,"Shallow_Round","n1","n1",379,NA,NA,NA
"Round","ANG",152,63.0518,-145.98801,2023-06-27,"LT","379",NA,NA,"Gray Floy 18970; PIT 852C","18970","852C",NA,"n1","Gear = Unbaited Lure",2,"Shallow_Round","n1","n1",379,NA,NA,NA
"Round","ANG",117,63.06187,-145.9812,2023-06-26,"LT","382",454,NA,"Gray Floy 18583; PIT 285F","18583","285F",NA,"n1","Gear = Unbaited Lure",2,"Shallow_Round","n1","n1",382,NA,NA,NA
"Round","ANG",18,63.056,-145.99793,2023-06-12,"LT","384",NA,NA,"Gray Floy 18023; PIT OC46","18023","OC46",NA,"n1","Gear = Unbaited Lure",2,"Shallow_Round","n1","n1",384,NA,NA,NA
"Round","ANG",58,63.06191,-145.97802,2023-06-22,"LT","384",NA,NA,"Gray Floy 18671; PIT 84FB","18671","84FB",NA,"n1","Gear = Unbaited Lure",2,"Shallow_Round","n1","n1",384,NA,NA,NA
"Round","ANG",75,63.05092,-145.99192,2023-06-23,"LT","384",NA,NA,"Gray Floy 18683; PIT 85O8","18683","85O8",NA,"n1","Gear = Unbaited Lure",2,"Shallow_Round","n1","n1",384,NA,NA,NA
"Round","ANG",71,63.0514,-145.98896,2023-06-23,"LT","385",NA,NA,"Gray Floy 18679; PIT 85O5","18679","85O5",NA,"n1","Gear = Unbaited Lure",2,"Shallow_Round","n1","n1",385,NA,NA,NA
"Round","ANG",113,63.0609,-145.9894,2023-06-26,"LT","387",567,NA,"Gray Floy 18579; PIT 2861","18579","2861",NA,"n1","Gear = Unbaited Lure",2,"Shallow_Round","n1","n1",387,NA,NA,NA
"Round","ANG",121,63.06073,-145.99253,2023-06-26,"LT","387",567,NA,"Gray Floy 18588; PIT 281B","18588","281B",NA,"n1","Gear = Unbaited Lure",2,"Shallow_Round","n1","n1",387,NA,NA,NA
"Round","ANG",61,63.05737,-145.97713,2023-06-22,"LT","387",NA,NA,"Gray Floy 18674; PIT 854F","18674","854F",NA,"n1","Gear = Unbaited Lure",2,"Shallow_Round","n1","n1",387,NA,NA,NA
"Round","ANG",21,63.05633,-145.99643,2023-06-15,"LT","388",NA,NA,"Gray Floy 18040; PIT OC31","18040","OC31",NA,"n1","Gear = Unbaited Lure",2,"Shallow_Round","n1","n1",388,NA,NA,NA
"Round","ANG",19,63.0564,-145.98173,2023-06-16,"LT","388",NA,NA,"Gray Floy 18046; PIT OC2D","18046","OC2D",NA,"n1","Gear = Unbaited Lure",2,"Shallow_Round","n1","n1",388,NA,NA,NA
"Round","ANG",21,63.05996,-145.97929,2023-06-16,"LT","390",NA,NA,"Gray Floy 18048; PIT OBF5","18048","OBF5",NA,"n1","Gear = Unbaited Lure",2,"Shallow_Round","n1","n1",390,NA,NA,NA
"Round","ANG",101,63.0561,-145.98178,2023-06-26,"LT","392",794,NA,"Gray Floy 18265; PIT 28OA","18265","28OA",NA,"n1","Gear = Unbaited Lure",2,"Shallow_Round","n1","n1",392,NA,NA,NA
"Round","ANG",136,63.05356,-145.99724,2023-06-26,"LT","392",NA,NA,"Gray Floy 18964; PIT 8559","18964","8559",NA,"n1","Gear = Unbaited Lure",2,"Shallow_Round","n1","n1",392,NA,NA,NA
"Round","ANG",57,63.06191,-145.97802,2023-06-22,"LT","393",NA,NA,"Gray Floy 18670; PIT 851D","18670","851D",NA,"n1","Gear = Unbaited Lure",2,"Shallow_Round","n1","n1",393,NA,NA,NA
"Round","ANG",14,63.05267,-145.98998,2023-06-12,"LT","394",NA,NA,"Gray Floy 18019; PIT OC1D","18019","OC1D",NA,"n1","Gear = Unbaited Lure",2,"Shallow_Round","n1","n1",394,NA,NA,NA
"Round","ANG",145,63.06023,-145.98983,2023-06-27,"LT","395",NA,NA,"Gray Floy 18596; PIT 2831","18596","2831",NA,"n1","Gear = Unbaited Lure",2,"Shallow_Round","n1","n1",395,NA,NA,NA
"Round","ANG",135,63.05356,-145.99724,2023-06-26,"LT","398",NA,NA,"Gray Floy 18963; PIT 8558","18963","8558",NA,"n1","Gear = Unbaited Lure",2,"Shallow_Round","n1","n1",398,NA,NA,NA
"Round","ANG",150,63.05091,-145.99182,2023-06-27,"LT","402",NA,NA,"Gray Floy 18968; PIT 85OD","18968","85OD",NA,"n1","Gear = Unbaited Lure",2,"Shallow_Round","n1","n1",402,NA,NA,NA
"Round","ANG",89,63.05277,-145.98704,2023-06-24,"LT","406",NA,NA,"Gray Floy 18692; PIT 8514","18692","8514",NA,"n1","Gear = Unbaited Lure",2,"Shallow_Round","n1","n1",406,NA,NA,NA
"Round","ANG",92,63.05257,-145.98666,2023-06-24,"LT","407",794,NA,"Gray Floy 18695; PIT 8519","18695","8519",NA,"n1","Gear = Unbaited Lure",2,"Shallow_Round","n1","n1",407,NA,NA,NA
"Round","ANG",15,63.05343,-145.995,2023-06-12,"LT","410",NA,NA,"Gray Floy 18020; PIT OBEB","18020","OBEB",NA,"n1","Gear = Unbaited Lure",2,"Shallow_Round","n1","n1",410,NA,NA,NA
"Round","ANG",147,63.06185,-145.98121,2023-06-27,"LT","410",794,NA,"Gray Floy 18598; PIT 28OB","18598","28OB",NA,"n1","Gear = Unbaited Lure",2,"Shallow_Round","n1","n1",410,NA,NA,NA
"Round","ANG",133,63.05104,-145.99127,2023-06-26,"LT","410",NA,NA,"Gray Floy 18961; PIT 8529","18961","8529",NA,"n1","Gear = Unbaited Lure",2,"Shallow_Round","n1","n1",410,NA,NA,NA
"Round","ANG",148,63.06097,-145.99338,2023-06-27,"LT","411",1134,NA,"Gray Floy 18599; PIT 28O6","18599","28O6",NA,"n1","Gear = Unbaited Lure",2,"Shallow_Round","n1","n1",411,NA,NA,NA
"Round","ANG",73,63.05122,-145.99013,2023-06-23,"LT","411",NA,NA,"Gray Floy 18681; PIT 8522","18681","8522",NA,"n1","Gear = Unbaited Lure",2,"Shallow_Round","n1","n1",411,NA,NA,NA
"Round","ANG",72,63.0514,-145.98896,2023-06-23,"LT","414",NA,NA,"Gray Floy 18680; PIT 85OH","18680","85OH",NA,"n1","Gear = Unbaited Lure",2,"Shallow_Round","n1","n1",414,NA,NA,NA
"Round","ANG",24,63.05591,-145.98205,2023-06-15,"LT","415",NA,NA,"Gray Floy 18043; PIT OC1E","18043","OC1E",NA,"n1","Gear = Unbaited Lure",2,"Shallow_Round","n1","n1",415,NA,NA,NA
"Round","ANG",56,63.05923,-145.97956,2023-06-22,"LT","415",NA,NA,"Gray Floy 18669; PIT 8524","18669","8524",NA,"n1","Gear = Unbaited Lure",2,"Shallow_Round","n1","n1",415,NA,NA,NA
"Round","ANG",109,63.06088,-145.99316,2023-06-26,"LT","416",907,NA,"Gray Floy 18274; PIT 282D","18274","282D",NA,"n1","Gear = Unbaited Lure",2,"Shallow_Round","n1","n1",416,NA,NA,NA
"Round","ANG",90,63.05277,-145.98704,2023-06-24,"LT","416",794,NA,"Gray Floy 18693; PIT 8556","18693","8556",NA,"n1","Gear = Unbaited Lure",2,"Shallow_Round","n1","n1",416,NA,NA,NA
"Round","ANG",108,63.06086,-145.98733,2023-06-26,"LT","417",680,NA,"Gray Floy 18273; PIT 2827","18273","2827",NA,"n1","Gear = Unbaited Lure",2,"Shallow_Round","n1","n1",417,NA,NA,NA
"Round","ANG",107,63.06143,-145.98528,2023-06-26,"LT","420",794,NA,"Gray Floy 18272; PIT 285O","18272","285O",NA,"n1","Gear = Unbaited Lure",2,"Shallow_Round","n1","n1",420,NA,NA,NA
"Round","ANG",86,63.05423,-146.00009,2023-06-24,"LT","421",794,NA,"Gray Floy 18689; PIT 8517","18689","8517",NA,"n1","Gear = Unbaited Lure",2,"Shallow_Round","n1","n1",421,NA,NA,NA
"Round","ANG",20,63.05323,-145.98503,2023-06-15,"LT","422",NA,NA,"Gray Floy 18039; PIT OCOD","18039","OCOD",NA,"n1","Gear = Unbaited Lure",2,"Shallow_Round","n1","n1",422,NA,NA,NA
"Round","ANG",87,63.05277,-145.98704,2023-06-24,"LT","425",NA,NA,"Gray Floy 18690; PIT 8541","18690","8541",NA,"n1","Gear = Unbaited Lure",2,"Shallow_Round","n1","n1",425,NA,NA,NA
"Round","ANG",95,63.05402,-145.99595,2023-06-24,"LT","427",794,NA,"Gray Floy 18698; PIT 8557","18698","8557",NA,"n1","Gear = Unbaited Lure",2,"Shallow_Round","n1","n1",427,NA,NA,NA
"Round","ANG",60,63.06136,-145.98076,2023-06-22,"LT","434",NA,NA,"Gray Floy 18673; PIT 84FA","18673","84FA",NA,"n1","Gear = Unbaited Lure",2,"Shallow_Round","n1","n1",434,NA,NA,NA
"Round","ANG",151,63.05091,-145.99182,2023-06-27,"LT","436",NA,NA,"Gray Floy 18969; PIT 84FE","18969","84FE",NA,"n1","Gear = Unbaited Lure",2,"Shallow_Round","n1","n1",436,NA,NA,NA
"Round","ANG",118,63.06071,-145.99241,2023-06-26,"LT","438",1247,NA,"Gray Floy 18584; PIT 282B","18584","282B",NA,"n1","Gear = Unbaited Lure",2,"Shallow_Round","n1","n1",438,NA,NA,NA
"Round","ANG",78,63.06079,-145.98513,2023-06-23,"LT","438",NA,NA,"Gray Floy 18686; PIT 854D","18686","854D",NA,"n1","Gear = Unbaited Lure",2,"Shallow_Round","n1","n1",438,NA,NA,NA
"Round","ANG",130,63.05518,-145.99389,2023-06-26,"LT","438",1134,NA,"Gray Floy 18958; PIT 851B","18958","851B",NA,"n1","Gear = Unbaited Lure",2,"Shallow_Round","n1","n1",438,NA,NA,NA
"Round","ANG",144,63.06167,-145.97963,2023-06-27,"LT","440",1134,NA,"Gray Floy 18595; PIT 28OF","18595","28OF",NA,"n1","Gear = Unbaited Lure",2,"Shallow_Round","n1","n1",440,NA,NA,NA
"Round","ANG",110,63.06179,-145.9835,2023-06-26,"LT","441",1474,NA,"Gray Floy 18576; PIT 28OO","18576","28OO",NA,"n1","Gear = Unbaited Lure",2,"Shallow_Round","n1","n1",441,NA,NA,NA
"Round","ANG",141,63.06205,-145.97981,2023-06-27,"LT","444",1361,NA,"Gray Floy 18592; PIT 28O4","18592","28O4",NA,"n1","Gear = Unbaited Lure",2,"Shallow_Round","n1","n1",444,NA,NA,NA
"Round","ANG",120,63.06046,-145.99503,2023-06-26,"LT","447",1474,NA,"Gray Floy 18587; PIT 286O","18587","286O",NA,"n1","Gear = Unbaited Lure",2,"Shallow_Round","n1","n1",447,NA,NA,NA
"Round","ANG",17,63.05571,-145.99749,2023-06-12,"LT","448",NA,NA,"Gray Floy 18022; PIT OC26","18022","OC26",NA,"n1","Gear = Unbaited Lure",2,"Shallow_Round","n1","n1",448,NA,NA,NA
"Round","ANG",20,63.0564,-145.98173,2023-06-16,"LT","448",NA,NA,"Gray Floy 18047; PIT OCO2","18047","OCO2",NA,"n1","Gear = Unbaited Lure",2,"Shallow_Round","n1","n1",448,NA,NA,NA
"Round","ANG",42,63.05589,-145.98046,2023-06-22,"LT","449",NA,NA,"Gray Floy 18655; PIT 8553","18655","8553",NA,"n1","Gear = Unbaited Lure",2,"Shallow_Round","n1","n1",449,NA,NA,NA
"Round","ANG",74,63.05122,-145.99013,2023-06-23,"LT","449",1361,NA,"Gray Floy 18682; PIT 854A","18682","854A",NA,"n1","Gear = Unbaited Lure",2,"Shallow_Round","n1","n1",449,NA,NA,NA
"Round","ANG",25,63.05271,-145.98858,2023-06-15,"LT","450",NA,NA,"Gray Floy 18044; PIT OC15","18044","OC15",NA,"n1","Gear = Unbaited Lure",2,"Shallow_Round","n1","n1",450,NA,NA,NA
"Round","ANG",80,63.05847,-145.98089,2023-06-24,"LT","450",1021,NA,"Gray Floy 18257; PIT 2863","18257","2863",NA,"n1","Gear = Unbaited Lure",2,"Shallow_Round","n1","n1",450,NA,NA,NA
"Round","ANG",55,63.05737,-145.97713,2023-06-22,"LT","450",NA,NA,"Gray Floy 18668; PIT 85OO","18668","85OO",NA,"n1","Gear = Unbaited Lure",2,"Shallow_Round","n1","n1",450,NA,NA,NA
"Round","ANG",22,63.05633,-145.99643,2023-06-15,"LT","451",NA,NA,"Gray Floy 18041; PIT OC1A","18041","OC1A",NA,"n1","Gear = Unbaited Lure",2,"Shallow_Round","n1","n1",451,NA,NA,NA
"Round","ANG",76,63.06079,-145.98513,2023-06-23,"LT","453",1247,NA,"Gray Floy 18684; PIT 8542","18684","8542",NA,"n1","Gear = Unbaited Lure",2,"Shallow_Round","n1","n1",453,NA,NA,NA
"Round","ANG",153,63.0518,-145.98801,2023-06-27,"LT","455",1134,NA,"Gray Floy 18971; PIT 85O3","18971","85O3",NA,"n1","Gear = Unbaited Lure",2,"Shallow_Round","n1","n1",455,NA,NA,NA
"Round","ANG",112,63.06088,-145.98752,2023-06-26,"LT","463",1361,NA,"Gray Floy 18578; PIT 2841","18578","2841",NA,"n1","Gear = Unbaited Lure",2,"Shallow_Round","n1","n1",463,NA,NA,NA
"Round","ANG",142,63.06146,-145.97732,2023-06-27,"LT","463",1701,NA,"Gray Floy 18593; PIT 2848","18593","2848",NA,"n1","Gear = Unbaited Lure",2,"Shallow_Round","n1","n1",463,NA,NA,NA
"Round","ANG",106,63.06096,-145.9886,2023-06-26,"LT","465",1814,NA,"Gray Floy 18271; PIT 284F","18271","284F",NA,"n1","Gear = Unbaited Lure",2,"Shallow_Round","n1","n1",465,NA,NA,NA
"Round","ANG",93,63.05402,-145.99595,2023-06-24,"LT","465",1361,NA,"Gray Floy 18696; PIT 85O9","18696","85O9",NA,"n1","Gear = Unbaited Lure",2,"Shallow_Round","n1","n1",465,NA,NA,NA
