"Lake","Gear","Set","Lat","Lon","Date","Species","Fork_length","Weight","Sex","Mark","Floy","PIT","Recap","cap_label","Fish_notes","event_num","lake_combined","stat","grouping","corrected_length","class","year_cap","year_recap"
"Shallow","ANG",74,63.07768,-145.95684,2024-06-24,"LT",NA,NA,NA,NA,NA,NA,"Yes","W/in event recap","W/in event recap, already had 2nd event fin clip, already examined (n2) in June '24;  Gear = Baited Lure",4,"Shallow_Round","W/in event recap",NA,NA,NA,NA,NA
"Round","ANG",79,63.05434,-145.98382,2024-06-15,"LT","340",340,NA,NA,NA,NA,"Yes","W/in event recap","W/in event recap, already had 2nd event fin clip, already examined (n2) in June '24;  Gear = Unbaited Lure",4,"Shallow_Round","W/in event recap",NA,340,NA,NA,NA
"Round","ANG",162,NA,NA,2024-06-22,"LT",NA,NA,NA,NA,NA,NA,"Yes","W/in event recap","W/in event recap, already had 2nd event fin clip, already examined (n2) in June '24;  Gear = Unbaited Lure",4,"Shallow_Round","W/in event recap",NA,NA,NA,NA,NA
"Round","ANG",200,63.06128,-145.98443,2024-06-28,"LT",NA,NA,NA,NA,NA,NA,"Yes","W/in event recap","W/in event recap, already had 2nd event fin clip, already examined (n2) in June '24;  Gear = Unbaited Lure",4,"Shallow_Round","W/in event recap",NA,NA,NA,NA,NA
"Round","ANG",201,63.06128,-145.98443,2024-06-28,"LT",NA,NA,NA,NA,NA,NA,"Yes","W/in event recap","W/in event recap, already had 2nd event fin clip, already examined (n2) in June '24;  Gear = Unbaited Lure",4,"Shallow_Round","W/in event recap",NA,NA,NA,NA,NA
"Lower","ANG",20,63.12995,-145.97295,2024-06-12,"LT","414",680,NA,NA,NA,NA,"Yes","W/in event","W/in event recap, Already had right Pect fin clip, examined (n2) in April '24;  Gear = Baited Lure",4,"Lower","W/in event",NA,414,NA,NA,NA
"Lower","ANG",95,63.13803,-145.96109,2024-06-17,"LT","502",1640,NA,NA,NA,NA,"Yes","W/in event","W/in event recap, Already had right Pect fin clip, examined (n2) in April '24;  Gear = Baited Lure",4,"Lower","W/in event",NA,502,NA,NA,NA
"Lower","ANG",83,63.13792,-145.96221,2024-06-17,"LT","536",2050,NA,NA,NA,NA,"Yes","W/in event","W/in event recap, Already had right Pect fin clip, examined (n2) in April '24;  Gear = Baited Lure",4,"Lower","W/in event",NA,536,NA,NA,NA
"Lower","ANG",56,63.13715,-145.96363,2024-06-14,"LT","543",2250,NA,NA,NA,NA,"Yes","W/in event","W/in event recap, Already had right Pect fin clip, examined (n2) in April '24;  Gear = Baited Lure",4,"Lower","W/in event",NA,543,NA,NA,NA
"Lower","ANG",58,63.13708,-145.96383,2024-06-14,"LT","544",2850,NA,NA,NA,NA,"Yes","W/in event","W/in event recap, Already had right Pect fin clip, examined (n2) in April '24;  Gear = Baited Lure",4,"Lower","W/in event",NA,544,NA,NA,NA
"Lower","ANG",42,63.13884,-145.95451,2024-06-13,"LT","624",3350,NA,NA,NA,NA,"Yes","W/in event","W/in event recap, Already had right Pect fin clip, examined (n2) in April '24;  Gear = Baited Lure",4,"Lower","W/in event",NA,624,NA,NA,NA
"Lower","ANG",103,63.13923,-145.95725,2024-06-18,"LT","664",3810,NA,NA,NA,NA,"Yes","W/in event","W/in event recap, Already had right Pect fin clip, examined (n2) in April '24;  Gear = Baited Lure",4,"Lower","W/in event",NA,664,NA,NA,NA
"Lower","ANG",81,63.13792,-145.96221,2024-06-17,"LT","325",340,NA,NA,NA,NA,"Yes","W/in event","W/in event recap, Already had right Pect fin clip, examined (n2) in April '24;  Gear = Unbaited Lure",4,"Lower","W/in event",NA,325,NA,NA,NA
"Lower","ANG",39,63.13538,-145.96579,2024-06-13,"LT","349",470,NA,NA,NA,NA,"Yes","W/in event","W/in event recap, Already had right Pect fin clip, examined (n2) in April '24;  Gear = Unbaited Lure",4,"Lower","W/in event",NA,349,NA,NA,NA
"Lower","ANG",68,63.13434,-145.9595,2024-06-14,"LT","397",NA,NA,NA,NA,NA,"Yes","W/in event","W/in event recap, Already had right Pect fin clip, examined (n2) in April '24;  Gear = Unbaited Lure",4,"Lower","W/in event",NA,397,NA,NA,NA
"Lower","ANG",46,63.1382,-145.95998,2024-06-13,"LT","407",680,NA,NA,NA,NA,"Yes","W/in event","W/in event recap, Already had right Pect fin clip, examined (n2) in April '24;  Gear = Unbaited Lure",4,"Lower","W/in event",NA,407,NA,NA,NA
"Lower","ANG",27,63.14118,-145.96053,2024-06-12,"LT","414",680,NA,NA,NA,NA,"Yes","W/in event","W/in event recap, Already had right Pect fin clip, examined (n2) in April '24;  Gear = Unbaited Lure",4,"Lower","W/in event",NA,414,NA,NA,NA
"Lower","ANG",60,63.13812,-145.96046,2024-06-14,"LT","451",1010,NA,NA,NA,NA,"Yes","W/in event","W/in event recap, Already had right Pect fin clip, examined (n2) in April '24;  Gear = Unbaited Lure",4,"Lower","W/in event",NA,451,NA,NA,NA
"Lower","ANG",63,63.12985,-145.97292,2024-06-14,"LT","466",1250,NA,NA,NA,NA,"Yes","W/in event","W/in event recap, Already had right Pect fin clip, examined (n2) in April '24;  Gear = Unbaited Lure",4,"Lower","W/in event",NA,466,NA,NA,NA
"Lower","ANG",111,63.13836,-145.96121,2024-06-18,"LT","510",1600,NA,NA,NA,NA,"Yes","W/in event","W/in event recap, Already had right Pect fin clip, examined (n2) in April '24;  Gear = Unbaited Lure",4,"Lower","W/in event",NA,510,NA,NA,NA
"Lower","ANG",28,63.1382,-145.9606,2024-06-12,"LT","550",1928,NA,NA,NA,NA,"Yes","W/in event","W/in event recap, Already had right Pect fin clip, examined (n2) in April '24;  Gear = Unbaited Lure",4,"Lower","W/in event",NA,550,NA,NA,NA
"Lower","ANG",106,63.13415,-145.95786,2024-04-13,"LT","486",NA,NA,"Gray Floy 18218; PIT 8360","18218","8360","Yes","m2","Recap (m2), Mortality;  Gear = Baited Lure",3,"Lower","m2","n2",485,"June2023_to_April2024",2023,2024
"Lower","ANG",72,63.13484,-145.96626,2024-04-10,"LT","630",NA,NA,"Gray Floy 19831","19831",NA,"Yes","m2","Recap (m2), Mortality;  Gear = Unbaited Lure",3,"Lower","m2","n2",643,"April2023_to_April2024",2023,2024
"Lower","ANG",36,63.13632,-145.96575,2024-06-13,"LT","567",2310,"U","Gray Floy 18624; PIT 1307","18624","1307","Yes","m2","Recap (m2), Radio tag from 2022;  Gear = Unbaited Lure",4,"Lower","m2","n2",561,"June2023_to_June2024",2023,2024
"Lower","ANG",44,63.13445,-145.96484,2024-06-13,"LT","475",1780,NA,"Gray Floy 18619; PIT 13D","18619","130D","Yes","m2","Recap (m2), scoliosis/healed broken back;  Gear = Unbaited Lure",4,"Lower","m2","n2",470,"June2023_to_June2024",2023,2024
"Lower","OTH",19,63.13478,-145.96601,2024-06-12,"LT","533",2495,NA,"Gray Floy 19840","19840",NA,"Yes","m2","Recap (m2);  Gear = Baited Hookless Jug Line",4,"Lower","m2","n2",521,"April2023_to_June2024",2023,2024
"Lower","OTH",109,63.13693,-145.9582,2024-06-18,"LT","587",2850,NA,"Gray Floy 18606; PIT 12F2","18606","12F2","Yes","m2","Recap (m2);  Gear = Baited Hookless Jug Line",4,"Lower","m2","n2",580,"June2023_to_June2024",2023,2024
"Lower","OTH",102,63.13716,-145.96271,2024-06-18,"LT","604",3020,NA,"Gray Floy 19965; PIT 831C","19965","831C","Yes","m2","Recap (m2);  Gear = Baited Hookless Jug Line",4,"Lower","m2","n2",594,"April2023_to_June2024",2023,2024
"Lower","OTH",96,63.12343,-145.97043,2024-06-17,"LT","650",3460,NA,"Gray Floy 19975","19975",NA,"Yes","m2","Recap (m2);  Gear = Baited Hookless Jug Line",4,"Lower","m2","n2",643,"April2023_to_June2024",2023,2024
"Lower","OTH",110,63.13506,-145.96654,2024-06-18,"LT","667",4540,NA,"Gray Floy 18650; PIT 1304","18650","1304","Yes","m2","Recap (m2);  Gear = Baited Hookless Jug Line",4,"Lower","m2","n2",660,"June2023_to_June2024",2023,2024
"Lower","OTH",32,63.12348,-145.97045,2024-06-13,"LT","722",5010,NA,"Gray Floy 18637; PIT 132A","18637","132A","Yes","m2","Recap (m2);  Gear = Baited Hookless Jug Line",4,"Lower","m2","n2",712,"June2023_to_June2024",2023,2024
"Shallow","OTH",1,63.07845,-145.95775,2024-06-11,"LT","596",2458,NA,"Gray Floy 18066; PIT OC18","18066","OC18","Yes","m2","Recap (m2);  Gear = Baited Hookless Jug Line",4,"Shallow_Round","m2","n2",548,"June2023_to_June2024",2023,2024
"Shallow","OTH",24,63.07449,-145.95715,2024-06-16,"LT","666",3910,NA,"Gray Floy 18546; PIT 12F6","18546","12F6","Yes","m2","Recap (m2);  Gear = Baited Hookless Jug Line",4,"Shallow_Round","m2","n2",658,"June2023_to_June2024",2023,2024
"Shallow","OTH",22,63.08231,-145.95477,2024-06-16,"LT","677",4599,NA,"Gray Floy 18088; PIT OBFE","18088","OBFE","Yes","m2","Recap (m2);  Gear = Baited Hookless Jug Line",4,"Shallow_Round","m2","n2",670,"June2023_to_June2024",2023,2024
"Shallow","OTH",65,63.08731,-145.94963,2024-06-23,"LT","680",4218,NA,"Gray Floy 19970","19970",NA,"Yes","m2","Recap (m2);  Gear = Baited Hookless Jug Line",4,"Shallow_Round","m2","n2",660,"April2023_to_June2024",2023,2024
"Upper","OTH",10,63.03967,-146.04944,2024-06-16,"LT","542",2617.2279749,NA,"Gray Floy 18862; PIT 85A5","19862","85A5","Yes","m2","Recap (m2);  Gear = Baited Hookless Jug Line",4,"Upper","m2","n2",510,"June2023_to_June2024",2023,2024
"Upper","OTH",13,63.04055,-146.05179,2024-06-19,"LT","579",4430,NA,"Gray Floy 18034; PIT OBF6","18034","OBF6","Yes","m2","Recap (m2);  Gear = Baited Hookless Jug Line",4,"Upper","m2","n2",562,"June2023_to_June2024",2023,2024
"Upper","OTH",12,63.03719,-146.052,2024-06-17,"LT","624",3810.175908,NA,"Gray Floy 18564; PIT 2824","18564","2824","Yes","m2","Recap (m2);  Gear = Baited Hookless Jug Line",4,"Upper","m2","n2",611,"June2023_to_June2024",2023,2024
"Upper","OTH",14,63.04018,-146.05426,2024-06-19,"LT","640",5190,NA,"Gray Floy 18558; PIT OC29","18558","OC29","Yes","m2","Recap (m2);  Gear = Baited Hookless Jug Line",4,"Upper","m2","n2",621,"June2023_to_June2024",2023,2024
"Upper","OTH",18,63.03731,-146.05476,2024-06-20,"LT","700",6590,NA,"Gray Floy 18037; PIT OBF7","18037","OBF7","Yes","m2","Recap (m2);  Gear = Baited Hookless Jug Line",4,"Upper","m2","n2",678,"June2023_to_June2024",2023,2024
"Lower","ANG",2,63.13828,-145.96133,2024-04-09,"LT","342",NA,NA,"Gray Floy 19430","19430",NA,"Yes","m2","Recap (m2);  Gear = Baited Lure",3,"Lower","m2","n2",310,"April2023_to_April2024",2023,2024
"Lower","ANG",62,63.1374,-145.9601,2024-04-11,"LT","373",NA,NA,"Gray Floy 18607; PIT 1303","18607","1303","Yes","m2","Recap (m2);  Gear = Baited Lure",3,"Lower","m2","n2",344,"June2023_to_April2024",2023,2024
"Lower","ANG",87,63.14048,-145.96088,2024-04-11,"LT","398",NA,NA,"Gray Floy 19901","19901",NA,"Yes","m2","Recap (m2);  Gear = Baited Lure",3,"Lower","m2","n2",355,"April2023_to_April2024",2023,2024
"Lower","ANG",110,63.13432,-145.95793,2024-04-15,"LT","399",NA,NA,"Gray Floy 19958","19958",NA,"Yes","m2","Recap (m2);  Gear = Baited Lure",3,"Lower","m2","n2",393,"April2023_to_April2024",2023,2024
"Lower","ANG",63,63.1374,-145.9601,2024-04-11,"LT","405",NA,NA,"Gray Floy 19428; PIT 835B","19428","835B","Yes","m2","Recap (m2);  Gear = Baited Lure",3,"Lower","m2","n2",380,"April2023_to_April2024",2023,2024
"Lower","ANG",94,63.1374,-145.9601,2024-04-13,"LT","410",NA,NA,"Gray Floy 18204; PIT 8312","18204","8312","Yes","m2","Recap (m2);  Gear = Baited Lure",3,"Lower","m2","n2",377,"June2023_to_April2024",2023,2024
"Lower","ANG",95,63.1374,-145.9601,2024-04-13,"LT","426",NA,NA,"Gray Floy 18249; PIT 8357","18249","8357","Yes","m2","Recap (m2);  Gear = Baited Lure",3,"Lower","m2","n2",410,"June2023_to_April2024",2023,2024
"Lower","ANG",39,63.13489,-145.96629,2024-04-14,"LT","466",NA,NA,"Gray Floy 19434","19434",NA,"Yes","m2","Recap (m2);  Gear = Baited Lure",3,"Lower","m2","n2",460,"April2023_to_April2024",2023,2024
"Lower","ANG",85,63.14072,-145.96098,2024-04-10,"LT","500",NA,NA,"Gray Floy 19802","19802",NA,"Yes","m2","Recap (m2);  Gear = Baited Lure",3,"Lower","m2","n2",470,"April2023_to_April2024",2023,2024
"Lower","ANG",41,63.13423,-145.96255,2024-04-11,"LT","546",NA,NA,"Gray Floy 19916; PIT 832D","19916","832D","Yes","m2","Recap (m2);  Gear = Baited Lure",3,"Lower","m2","n2",544,"April2023_to_April2024",2023,2024
"Lower","ANG",61,63.1374,-145.9601,2024-04-10,"LT","548",NA,NA,"Gray Floy 18652; PIT 854E","18652","854E","Yes","m2","Recap (m2);  Gear = Baited Lure",3,"Lower","m2","n2",557,"June2023_to_April2024",2023,2024
"Lower","ANG",18,63.13316,-145.96971,2024-04-15,"LT","552",NA,NA,"Gray Floy 18611; PIT 1306","18611","1306","Yes","m2","Recap (m2);  Gear = Baited Lure",3,"Lower","m2","n2",505,"June2023_to_April2024",2023,2024
"Lower","ANG",34,63.13489,-145.96629,2024-04-14,"LT","576",NA,NA,"Gray Floy 19830","19830",NA,"Yes","m2","Recap (m2);  Gear = Baited Lure",3,"Lower","m2","n2",555,"April2023_to_April2024",2023,2024
"Lower","ANG",37,63.13489,-145.96629,2024-04-14,"LT","580",NA,NA,"Gray Floy 19997","19997",NA,"Yes","m2","Recap (m2);  Gear = Baited Lure",3,"Lower","m2","n2",590,"April2023_to_April2024",2023,2024
"Lower","ANG",50,63.12794,-145.96188,2024-04-13,"LT","590",NA,NA,"Gray Floy 19431","19431",NA,"Yes","m2","Recap (m2);  Gear = Baited Lure",3,"Lower","m2","n2",592,"April2023_to_April2024",2023,2024
"Lower","ANG",80,63.13485,-145.96643,2024-04-11,"LT","592",NA,NA,"Gray Floy 18631; PIT 12FD","18631","12FD","Yes","m2","Recap (m2);  Gear = Baited Lure",3,"Lower","m2","n2",590,"June2023_to_April2024",2023,2024
"Lower","ANG",113,63.13486,-145.96631,2024-04-12,"LT","630",NA,NA,"Gray Floy 19838","19838",NA,"Yes","m2","Recap (m2);  Gear = Baited Lure",3,"Lower","m2","n2",590,"April2023_to_April2024",2023,2024
"Lower","ANG",70,63.13484,-145.96626,2024-04-09,"LT","630",NA,NA,"Gray Floy 19974; PIT 8362","19974","8362","Yes","m2","Recap (m2);  Gear = Baited Lure",3,"Lower","m2","n2",610,"April2023_to_April2024",2023,2024
"Lower","ANG",20,63.13375,-145.96242,2024-04-12,"LT","695",NA,NA,"Gray Floy 19905","19905",NA,"Yes","m2","Recap (m2);  Gear = Baited Lure",3,"Lower","m2","n2",698,"April2023_to_April2024",2023,2024
"Lower","ANG",71,63.1383,-145.95901,2024-06-14,"LT","418",780,NA,"Gray Floy 18206","18206",NA,"Yes","m2","Recap (m2);  Gear = Baited Lure",4,"Lower","m2","n2",377,"June2023_to_June2024",2023,2024
"Lower","ANG",35,63.13884,-145.95548,2024-06-13,"LT","436",820,NA,"Gray Floy 18214; PIT 833F","18214","833F","Yes","m2","Recap (m2);  Gear = Baited Lure",4,"Lower","m2","n2",415,"June2023_to_June2024",2023,2024
"Lower","ANG",30,63.1298,-145.973,2024-06-13,"LT","462",1240,NA,"Gray Floy 18228; PIT 834E","18228","834E","Yes","m2","Recap (m2);  Gear = Baited Lure",4,"Lower","m2","n2",425,"June2023_to_June2024",2023,2024
"Lower","ANG",54,63.13929,-145.95705,2024-06-14,"LT","547",2350,NA,"Gray Floy 18230; PIT 8310","18230","8310","Yes","m2","Recap (m2);  Gear = Baited Lure",4,"Lower","m2","n2",540,"June2023_to_June2024",2023,2024
"Lower","ANG",69,63.13629,-145.96569,2024-06-14,"LT","566",3030,NA,"Gray Floy 18614; PIT 12EE","18614","12EE","Yes","m2","Recap (m2);  Gear = Baited Lure",4,"Lower","m2","n2",395,"June2023_to_June2024",2023,2024
"Lower","ANG",49,63.13773,-145.96152,2024-06-13,"LT","584",2020,NA,"Gray Floy 18209; PIT 8303","18209","8303","Yes","m2","Recap (m2);  Gear = Baited Lure",4,"Lower","m2","n2",523,"June2023_to_June2024",2023,2024
"Lower","ANG",100,63.12335,-145.97041,2024-06-18,"LT","631",3580,NA,"Gray Floy 18640; PIT 133B","18640","133B","Yes","m2","Recap (m2);  Gear = Baited Lure",4,"Lower","m2","n2",631,"June2023_to_June2024",2023,2024
"Round","ANG",188,63.05814,-145.99866,2024-06-27,"LT","415",780,NA,"Gray Floy 18259","18259",NA,"Yes","m2","Recap (m2);  Gear = Baited Lure",4,"Shallow_Round","m2","n2",374,"June2023_to_June2024",2023,2024
"Round","ANG",87,63.05817,-145.99423,2024-06-15,"LT","450",1134,NA,"Gray Floy 18039; PIT OCOD","18039","OCOD","Yes","m2","Recap (m2);  Gear = Baited Lure",4,"Shallow_Round","m2","n2",422,"June2023_to_June2024",2023,2024
"Round","ANG",199,63.05812,-145.99831,2024-06-27,"LT","549",1930,NA,"Gray Floy 18590; PIT 2815","18590","2815","Yes","m2","Recap (m2);  Gear = Baited Lure",4,"Shallow_Round","m2","n2",547,"June2023_to_June2024",2023,2024
"Upper","ANG",17,63.0393,-146.05446,2024-06-20,"LT","512",1800,NA,"Gray Floy 18555; PIT OC2B","18555","OC2B","Yes","m2","Recap (m2);  Gear = Baited Lure",4,"Upper","m2","n2",465,"June2023_to_June2024",2023,2024
"Lower","ANG",75,63.13484,-145.96626,2024-04-10,"LT","431",NA,NA,"Gray Floy 19856","19856","UNK","Yes","m2","Recap (m2);  Gear = Unbaited Lure",3,"Lower","m2","n2",475,"April2023_to_April2024",2023,2024
"Lower","ANG",31,63.13478,-145.96533,2024-04-13,"LT","438",NA,NA,"Gray Floy 19812","19812",NA,"Yes","m2","Recap (m2);  Gear = Unbaited Lure",3,"Lower","m2","n2",420,"April2023_to_April2024",2023,2024
"Lower","ANG",29,63.13478,-145.96533,2024-04-13,"LT","442",NA,NA,"Gray Floy 19816","19816",NA,"Yes","m2","Recap (m2);  Gear = Unbaited Lure",3,"Lower","m2","n2",410,"April2023_to_April2024",2023,2024
"Lower","ANG",81,63.13485,-145.96643,2024-04-11,"LT","750",NA,NA,"Gray Floy 19803","19803",NA,"Yes","m2","Recap (m2);  Gear = Unbaited Lure",3,"Lower","m2","n2",740,"April2023_to_April2024",2023,2024
"Lower","ANG",37,63.13783,-145.96129,2024-06-13,"LT","434",1000,NA,"Gray Floy 19837","19837",NA,"Yes","m2","Recap (m2);  Gear = Unbaited Lure",4,"Lower","m2","n2",392,"April2023_to_June2024",2023,2024
"Lower","ANG",79,63.13873,-145.96238,2024-06-17,"LT","447",1070,NA,"Gray Floy 18210; PIT 831E","18210","831E","Yes","m2","Recap (m2);  Gear = Unbaited Lure",4,"Lower","m2","n2",420,"June2023_to_June2024",2023,2024
"Lower","ANG",34,63.13888,-145.95809,2024-06-13,"LT","455",1120,NA,"Gray Floy 18633; PIT 132F","18633","132F","Yes","m2","Recap (m2);  Gear = Unbaited Lure",4,"Lower","m2","n2",434,"June2023_to_June2024",2023,2024
"Lower","ANG",76,63.13824,-145.96158,2024-06-17,"LT","471",1290,NA,"Gray Floy 19828","19828",NA,"Yes","m2","Recap (m2);  Gear = Unbaited Lure",4,"Lower","m2","n2",420,"April2023_to_June2024",2023,2024
"Lower","ANG",6,63.13637,-145.95578,2024-06-11,"LT","473",1021,NA,"Gray Floy 18603; PIT 134C","18603","134C","Yes","m2","Recap (m2);  Gear = Unbaited Lure",4,"Lower","m2","n2",455,"June2023_to_June2024",2023,2024
"Lower","ANG",26,63.14147,-145.95717,2024-06-12,"LT","490",1361,NA,"Gray Floy 19960","19960",NA,"Yes","m2","Recap (m2);  Gear = Unbaited Lure",4,"Lower","m2","n2",460,"April2023_to_June2024",2023,2024
"Lower","ANG",38,63.13931,-145.95578,2024-06-13,"LT","511",1620,NA,"Gray Floy 19432","19432",NA,"Yes","m2","Recap (m2);  Gear = Unbaited Lure",4,"Lower","m2","n2",457,"April2023_to_June2024",2023,2024
"Lower","ANG",113,63.13189,-145.95923,2024-06-18,"LT","550",2080,NA,"Gray Floy 18202; PIT 8346","18202","8346","Yes","m2","Recap (m2);  Gear = Unbaited Lure",4,"Lower","m2","n2",545,"June2023_to_June2024",2023,2024
"Lower","ANG",52,63.12971,-145.97299,2024-06-13,"LT","553",1850,NA,"Gray Floy 19918","19918",NA,"Yes","m2","Recap (m2);  Gear = Unbaited Lure",4,"Lower","m2","n2",460,"April2023_to_June2024",2023,2024
"Lower","ANG",118,63.1354,-145.96597,2024-06-18,"LT","558",2470,NA,"Gray Floy 18601; PIT 134D","18601","134D","Yes","m2","Recap (m2);  Gear = Unbaited Lure",4,"Lower","m2","n2",562,"June2023_to_June2024",2023,2024
"Lower","ANG",50,63.12971,-145.97299,2024-06-13,"LT","605",2450,NA,"Gray Floy 19852","19852",NA,"Yes","m2","Recap (m2);  Gear = Unbaited Lure",4,"Lower","m2","n2",555,"April2023_to_June2024",2023,2024
"Lower","ANG",13,63.12926,-145.97293,2024-06-11,"LT","645",3742,NA,"Gray Floy 18620; PIT 1315","18620","1315","Yes","m2","Recap (m2);  Gear = Unbaited Lure",4,"Lower","m2","n2",630,"June2023_to_June2024",2023,2024
"Round","ANG",14,63.05869,-145.98085,2024-06-12,"LT","351",454,NA,"Gray Floy 18688","18688",NA,"Yes","m2","Recap (m2);  Gear = Unbaited Lure",4,"Shallow_Round","m2","n2",315,"June2023_to_June2024",2023,2024
"Round","ANG",202,63.06128,-145.98443,2024-06-28,"LT","365",550,NA,"Gray Floy 18966; PIT 8534","18966","8534","Yes","m2","Recap (m2);  Gear = Unbaited Lure",4,"Shallow_Round","m2","n2",309,"June2023_to_June2024",2023,2024
"Round","ANG",86,63.05538,-145.98181,2024-06-15,"LT","367",340,NA,"Gray Floy 18654; PIT 8516","18654","8516","Yes","m2","Recap (m2);  Gear = Unbaited Lure",4,"Shallow_Round","m2","n2",337,"June2023_to_June2024",2023,2024
"Round","ANG",38,63.05214,-145.98608,2024-06-14,"LT","385",720,NA,"Gray Floy 18046; PIT OC2D","18046","OC2D","Yes","m2","Recap (m2);  Gear = Unbaited Lure",4,"Shallow_Round","m2","n2",388,"June2023_to_June2024",2023,2024
"Round","ANG",37,63.05214,-145.98608,2024-06-14,"LT","402",570,NA,"Gray Floy 18967; PIT 8525","18967","8525","Yes","m2","Recap (m2);  Gear = Unbaited Lure",4,"Shallow_Round","m2","n2",366,"June2023_to_June2024",2023,2024
"Round","ANG",80,63.05652,-145.98157,2024-06-15,"LT","404",1021,NA,"Gray Floy 18683","18683",NA,"Yes","m2","Recap (m2);  Gear = Unbaited Lure",4,"Shallow_Round","m2","n2",384,"June2023_to_June2024",2023,2024
"Round","ANG",69,63.0589,-145.99409,2024-06-15,"LT","405",830,NA,"Gray Floy 18960; PIT 8543","18960","8543","Yes","m2","Recap (m2);  Gear = Unbaited Lure",4,"Shallow_Round","m2","n2",372,"June2023_to_June2024",2023,2024
"Round","ANG",5,63.06019,-145.98616,2024-06-11,"LT","415",907,NA,"Gray Floy 18269; PIT 2838","18269","2838","Yes","m2","Recap (m2);  Gear = Unbaited Lure",4,"Shallow_Round","m2","n2",409,"June2023_to_June2024",2023,2024
"Round","ANG",3,63.06019,-145.98616,2024-06-11,"LT","420",NA,NA,"Gray Floy 18266; PIT 283A","18266","283A","Yes","m2","Recap (m2);  Gear = Unbaited Lure",4,"Shallow_Round","m2","n2",378,"June2023_to_June2024",2023,2024
"Round","ANG",59,63.05445,-145.99286,2024-06-14,"LT","420",771,NA,"Gray Floy 18267; PIT 284A","18267","284A","Yes","m2","Recap (m2);  Gear = Unbaited Lure",4,"Shallow_Round","m2","n2",402,"June2023_to_June2024",2023,2024
"Round","ANG",129,63.05528,-146.00352,2024-06-19,"LT","425",862,NA,"Gray Floy 18665; PIT 85OF","18665","85OF","Yes","m2","Recap (m2);  Gear = Unbaited Lure",4,"Shallow_Round","m2","n2",343,"June2023_to_June2024",2023,2024
"Shallow","ANG",71,63.07603,-145.96277,2024-06-26,"LT","452",1030,NA,"Gray Floy 18608; PIT 12F8","18608","12F8","Yes","m2","Recap (m2);  Gear = Unbaited Lure",4,"Shallow_Round","m2","n2",405,"June2023_to_June2024",2023,2024
"Shallow","ANG",47,63.07493,-145.95609,2024-06-18,"LT","542",1950,NA,"Gray Floy 18067; PIT OC39","18067","OC39","Yes","m2","Recap (m2);  Gear = Unbaited Lure",4,"Shallow_Round","m2","n2",496,"June2023_to_June2024",2023,2024
"Upper","ANG",4,63.02611,-146.06409,2024-06-12,"LT","645",4082.33133,NA,"Gray Floy 18553; PIT OC21","18553","OC21","Yes","m2","Recap (m2);  Gear = Unbaited Lure",4,"Upper","m2","n2",635,"June2023_to_June2024",2023,2024
"Lower","OTH",21,63.12995,-145.97295,2024-06-12,"LT","538",1928,NA,"Gray Floy 19911","19911",NA,"Yes","m2","Recap (m2); Radio tag from 2022;  Gear = Baited Hookless Jug Line",4,"Lower","m2","n2",530,"April2023_to_June2024",2023,2024
"Lower","ANG",43,63.13445,-145.96484,2024-06-13,"LT","515",1440,NA,"Gray Floy 19854","19854",NA,"Yes","m2","Recap from April '24, 2nd event fin clip;  Gear = Unbaited Lure",4,"Lower","m2","n2",487,"April2023_to_June2024",2023,2024
"Lower","ANG",106,63.13415,-145.95786,2024-04-13,"LT","486",NA,NA,"Gray Floy 18218; PIT 8360","18218","8360","Yes","m2","Recap (m2), Mortality;  Gear = Baited Lure",3,"Lower","m2","m2",485,"June2023_to_April2024",2023,2024
"Lower","ANG",72,63.13484,-145.96626,2024-04-10,"LT","630",NA,NA,"Gray Floy 19831","19831",NA,"Yes","m2","Recap (m2), Mortality;  Gear = Unbaited Lure",3,"Lower","m2","m2",643,"April2023_to_April2024",2023,2024
"Lower","ANG",36,63.13632,-145.96575,2024-06-13,"LT","567",2310,"U","Gray Floy 18624; PIT 1307","18624","1307","Yes","m2","Recap (m2), Radio tag from 2022;  Gear = Unbaited Lure",4,"Lower","m2","m2",561,"June2023_to_June2024",2023,2024
"Lower","ANG",44,63.13445,-145.96484,2024-06-13,"LT","475",1780,NA,"Gray Floy 18619; PIT 13D","18619","130D","Yes","m2","Recap (m2), scoliosis/healed broken back;  Gear = Unbaited Lure",4,"Lower","m2","m2",470,"June2023_to_June2024",2023,2024
"Lower","OTH",19,63.13478,-145.96601,2024-06-12,"LT","533",2495,NA,"Gray Floy 19840","19840",NA,"Yes","m2","Recap (m2);  Gear = Baited Hookless Jug Line",4,"Lower","m2","m2",521,"April2023_to_June2024",2023,2024
"Lower","OTH",109,63.13693,-145.9582,2024-06-18,"LT","587",2850,NA,"Gray Floy 18606; PIT 12F2","18606","12F2","Yes","m2","Recap (m2);  Gear = Baited Hookless Jug Line",4,"Lower","m2","m2",580,"June2023_to_June2024",2023,2024
"Lower","OTH",102,63.13716,-145.96271,2024-06-18,"LT","604",3020,NA,"Gray Floy 19965; PIT 831C","19965","831C","Yes","m2","Recap (m2);  Gear = Baited Hookless Jug Line",4,"Lower","m2","m2",594,"April2023_to_June2024",2023,2024
"Lower","OTH",96,63.12343,-145.97043,2024-06-17,"LT","650",3460,NA,"Gray Floy 19975","19975",NA,"Yes","m2","Recap (m2);  Gear = Baited Hookless Jug Line",4,"Lower","m2","m2",643,"April2023_to_June2024",2023,2024
