"","lake","pop","se","var","norm_95_low","norm_95_high"
"1","Shallow_Round",3021.42857142857,618.612630222559,382681.586270872,1808.94781619236,4233.90932666479
"2","Lower",836.25,94.8526384784092,8997.02302631579,650.338828582318,1022.16117141768
"3","Upper",110,28.4018778721877,806.666666666667,54.3323193705121,165.667680629488
